hour,baseline_cores,baseline_energy_core_hours,flexible_window_energy_core_hours
678,648239.24425,648239.24425,2469902.292528
679,1010641.782847,1010641.782847,2882022.709111
680,665369.070056,665369.070056,2804201.457181
681,539702.283681,539702.283681,2634669.350042
682,348588.33425,348588.33425,2340324.174819
683,265383.940472,265383.940472,2142364.187167
684,388306.233903,388306.233903,2193181.163806
685,347919.849333,347919.849333,1811929.550361
686,418528.837847,418528.837847,1502813.904153
687,440244.319722,440244.319722,1523987.156139
688,469276.958375,469276.958375,1535354.960653
689,391381.432694,391381.432694,1506313.771736
690,232831.388694,232831.388694,1311838.366861
691,984673.151583,984673.151583,2039891.269778
692,1230793.518889,1230793.518889,2644149.362653
693,457120.630792,457120.630792,2166765.060417
694,404222.241583,404222.241583,1693453.127431
695,383547.344681,383547.344681,1514355.663236
696,750668.111986,750668.111986,1803492.082653
697,495428.223611,495428.223611,1819142.500028
698,606138.234903,606138.234903,1826117.358764
699,879820.414153,879820.414153,2213535.376639
700,633971.190458,633971.190458,2187445.470778
701,945999.048306,945999.048306,2444956.678569
702,638733.353611,638733.353611,2136493.239903
703,670456.10175,670456.10175,2225081.71225
704,725900.380875,725900.380875,2273339.107972
705,496415.273819,496415.273819,2019630.187764
706,311179.231375,311179.231375,1781569.911694
707,355343.899333,355343.899333,1802155.339833
708,332633.781153,332633.781153,1521579.398708
709,241725.606694,241725.606694,1412590.526681
710,247750.363292,247750.363292,1432804.516278
711,308523.863583,308523.863583,1361023.414306
712,471278.640236,471278.640236,1515243.381181
713,780508.092347,780508.092347,1981981.235889
714,368742.726694,368742.726694,1704741.083069
715,444617.980125,444617.980125,1608208.212764
716,427417.958153,427417.958153,1568210.618472
717,595894.57725,595894.57725,1605777.76925
718,439160.426875,439160.426875,1482706.888903
719,292624.312458,292624.312458,1234769.621264
